name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Разработчик мобильных приложений (iOS/Android),"iOS
Android
Java
Objective-C
Windows Mobile
Android SDK
ООП",30000.0,70000.0,RUR,Брянск,2015-05-25T10:18:20+0300
IOS Senior Developer,"Objective-C
iOS
Xcode
Core Data
GCD
Core Animation
Autolayout
Git
Foundation",120000.0,150000.0,RUR,Москва,2015-06-01T18:10:35+0300
"Программист iOS, Swift, ObjectiveC","Swift
Objective-C
iOS
Java",80.0,110.0,RUR,Калуга,2015-06-02T15:27:14+0300
"Программист iOS, Swift, ObjectiveC","Swift
Objective-C
iOS
Java",80000.0,110000.0,RUR,Москва,2015-06-02T16:59:58+0300
"IOS, Android разработчик","Android SDK
iOS
Английский язык",30330.0,121320.0,RUR,Минск,2015-06-03T11:47:27+0300
"IOS, Android разработчик","Android SDK
iOS
Английский язык",48528.0,121320.0,RUR,Минск,2015-06-03T12:00:12+0300
IOS разработчик,"Objective-C
Git
Core Data
iOS
Xcode
UI",110000.0,130000.0,RUR,Москва,2015-06-09T14:22:52+0300
"Программист, разработчик Android, разработчик iOS","Android
Android SDK
iOS
XML
SQLite
Java
Objective-C
ООП",60000.0,120000.0,RUR,Санкт-Петербург,2015-06-11T22:24:42+0300
IOS разработчик,"Разработка ПО
iOS
Objective-C
C#
Английский язык
Работа в команде",35000.0,60000.0,RUR,Киров (Кировская область),2015-06-16T13:03:10+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"C#
.NET Framework
iOS
Android
Xamarin",121320.0,181980.0,RUR,Брест,2015-06-18T07:30:40+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"C#
iOS
Android
.NET Framework
Xamarin",121320.0,181980.0,RUR,Могилев,2015-06-18T07:32:16+0300
"С++ программист/мобильный разработчик (iOS, Android)","C++
Java
Objective-C
JSON
Xcode
Android Studio
Eclipse
cocos2d-x",90000.0,110000.0,RUR,Москва,2015-06-22T13:45:02+0300
IOS разработчик,"iOS
Objective-C",60660.0,109188.0,RUR,Омск,2015-06-23T08:26:11+0300
IOS разработчик,"ООП
Objective-C
Git
iOS
MVC
HTTP
Swift
Functional Programming
Xcode",30000.0,60000.0,RUR,Ростов-на-Дону,2015-06-23T16:11:56+0300
IOS разработчик,"iOS
Objective-C
Git
SQL",25000.0,50000.0,RUR,Ростов-на-Дону,2015-06-25T00:01:53+0300
"Разработчик iOS (Objective-C, Swift, Git, Jenkins)","iOS
Objective-C
Xcode
Jenkins
Git
Swift
Autolayout",121320.0,181980.0,RUR,Минск,2015-06-25T10:57:44+0300
IOS разработчик,"iOS
Objective-C
Xcode",80000.0,120000.0,RUR,Москва,2015-06-29T17:29:26+0300
IOS разработчик,"iOS
Objective-C
UIKit
Quartz Core
Core Location
Core Graphics
SQLite
REST",40000.0,80000.0,RUR,Новосибирск,2015-06-30T16:39:51+0300
Ведущий программист мобильных приложений (Android/iOS),"C#
iOS
Android
mono
Xamarin
Android SDK
iOS SDK",50000.0,150000.0,RUR,Санкт-Петербург,2015-07-01T13:17:31+0300
IOS разработчик,"iOS
Objective-C",40000.0,80000.0,RUR,Казань,2015-07-01T16:44:33+0300
IOS разработчик,"iOS
Objective-C",40000.0,80000.0,RUR,Ульяновск,2015-07-01T16:48:43+0300
IOS разработчик,"iOS
Objective-C",40000.0,80000.0,RUR,Набережные Челны,2015-07-01T16:50:10+0300
"Разработчик под iOS (iPhone, iPad)",iOS,60000.0,80000.0,RUR,Новосибирск,2015-07-06T12:22:29+0300
IOS разработчик,"Objective-C
Mac Os",100000.0,160000.0,RUR,Москва,2015-07-06T15:01:19+0300
IOS разработчик / Android разработчик,"iOS
JSON API
Android
Android SDK",20000.0,80000.0,RUR,Красноярск,2015-07-07T12:02:16+0300
IOS разработчик / Android разработчик,"iOS
JSON API
Android
Android SDK",20000.0,80000.0,RUR,Ижевск,2015-07-07T12:02:16+0300
IOS разработчик / Android разработчик,"iOS
JSON API
Android
Android SDK",20000.0,80000.0,RUR,Волгоград,2015-07-07T12:02:16+0300
IOS разработчик,"Xcode
Objective-C
iOS
API
Git",70000.0,100000.0,RUR,Москва,2015-07-07T17:00:19+0300
Разработчик мобильных приложений (iOS/Android),"iOS
Android
Java
Objective-C
Windows Mobile
Android SDK
ООП",30000.0,70000.0,RUR,Брянск,2015-07-07T23:07:04+0300
Senior iOs Developer,"iOS
Objective-C
Git",100000.0,150000.0,RUR,Москва,2015-07-08T18:46:29+0300
IOS программист,"iOS
Objective-C",30330.0,121320.0,RUR,Киев,2015-07-09T11:11:17+0300
IOS Team Lead,"iOS
Objective-C
Team Lead",130000.0,160000.0,RUR,Москва,2015-07-09T15:13:46+0300
Ведущий разработчик мобильных приложений (iOS),"iOS
ООП
Objective-C
Agile Project Management
Git
HTTP",110000.0,150000.0,RUR,Москва,2015-07-10T10:46:00+0300
Ведущий IOS-разработчик,"iOS
Objective-C",110000.0,150000.0,RUR,Москва,2015-07-13T08:22:15+0300
IOS разработчик,"Xcode
Objective-C
iOS
API
Git",70000.0,100000.0,RUR,Москва,2015-07-13T13:35:30+0300
Senior iOS Developer,"Objective-C
Java
C++/Net
REST
API
iOS",150000.0,180000.0,RUR,Новосибирск,2015-07-16T14:25:18+0300
Senior IOS Developer,"Objective-C
cocoa touch
ООП
JSON API
SQL",65000.0,100000.0,RUR,Новосибирск,2015-07-16T14:25:30+0300
IOS-разработчик,"iOS
Objective-C
Git
ООП
SVN
СУБД",45000.0,70000.0,RUR,Томск,2015-07-17T15:07:55+0300
IOS/Android разработчик,"iOS
Objective-C
C++
Android
Java
API
Android SDK",100000.0,150000.0,RUR,Москва,2015-07-22T16:03:15+0300
IOS разработчик,"iOS
Objective-C",60660.0,109188.0,RUR,Омск,2015-07-24T06:01:33+0300
IOS разработчик/Android разработчик,"Objective-C
JavaScript
Java",60000.0,110000.0,RUR,Москва,2015-07-24T12:42:03+0300
Senior IOS Developer / Старший ИОС Разработчик,"iOS
Cordova
ionic
Git
Objective-C
HTML
CSS
Atlassian Jira
Adobe Photoshop",80000.0,120000.0,RUR,Москва,2015-07-26T11:44:52+0300
Senior IOS -разработчик,"iOS
Android
Windows Mobile
Java
Objective-C
Architecture
Animation
Core
UI
C++
Mac Os
Big Data
ecommerce",110000.0,130000.0,RUR,Новосибирск,2015-07-27T08:46:28+0300
IOS developer,"Objective-C
Git",60000.0,70000.0,RUR,Санкт-Петербург,2015-07-28T14:44:08+0300
Senior iOS разработчик,"Objective-C
iOS",140000.0,200000.0,RUR,Москва,2015-07-31T17:35:45+0300
IOS разработчик,iOS,40000.0,80000.0,RUR,Новосибирск,2015-08-05T20:52:20+0300
Ведущий разработчик мобильных приложений (iOS),"iOS
ООП
Objective-C
Agile Project Management
Git
HTTP",110000.0,150000.0,RUR,Москва,2015-08-11T10:18:20+0300
Разработчик мобильных приложений (iOS),"Objective-C
ООП
iOS
SQL",40000.0,50000.0,RUR,Барнаул,2015-08-12T08:15:33+0300
IOS разработчик,"iOS
Objective-C
Git
SQL",25000.0,60000.0,RUR,Ростов-на-Дону,2015-08-14T11:27:23+0300
IOS разработчик,"Objective-C
iOS
ios sdk
ООП",40000.0,70000.0,RUR,Санкт-Петербург,2015-08-16T12:34:32+0300
Senior iOS Developer,"iOS
Управление проектами
Организаторские навыки",130000.0,150000.0,RUR,Москва,2015-08-16T21:12:09+0300
IOS-разработчик,"iOS
Objective-C
Git
ООП
SVN
СУБД
Xcode
Swift",45000.0,70000.0,RUR,Томск,2015-08-17T08:05:32+0300
Android/iOS developer,"iOS
Android
unity 3D
SourceTree
Objective-C/iOS
Javascript/HTML/CSS, XML, SQLite",121320.0,181980.0,RUR,Киев,2015-08-17T17:41:13+0300
Xamarin-девелопер для доработки приложения под iOS,"Xamarin
Разработчик
iOS",40000.0,60000.0,RUR,Томск,2015-08-20T13:15:40+0300
Программист мобильных приложений (iOS),"iOS
программист",50000.0,100000.0,RUR,Ярославль,2015-08-21T14:03:04+0300
IOS разработчик,"iOS
Objective-C",60660.0,109188.0,RUR,Омск,2015-08-24T07:51:46+0300
IOS разработчик,Objective-C,60000.0,140000.0,RUR,Москва,2015-08-24T12:09:49+0300
Ведущий iOS разработчик (Senior iOS Developer),"swift
Objective-C
iOS
Git",120000.0,200000.0,RUR,Москва,2015-08-24T13:32:50+0300
IOS разработчик,"Objective-C
Swift
iOS",100000.0,160000.0,RUR,Москва,2015-08-25T15:51:26+0300
"IOS-developer (middle, junior)","iOS
Objective-C
ios sdk
Design Patterns
iOS Human Interface Guidelines
TCP/IP",20000.0,60000.0,RUR,Новосибирск,2015-08-27T14:29:52+0300
IOS разработчик,"Целеустремленность
работа на результат
умение выполнять задачи в сжатые сроки",80000.0,150000.0,RUR,Москва,2015-08-28T11:16:46+0300
Дизайнер UI и UX для мобильных приложений под Android и iOS + Web,"Web Design
Adobe Illustrator
UI
Web-дизайн
Дизайн
CSS
Дизайн интерфейсов",20000.0,35000.0,RUR,Красноярск,2015-08-28T12:56:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Уфа,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Самара,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Ростов-на-Дону,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Омск,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Саратов,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Волгоград,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Казань,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Нижний Новгород,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Екатеринбург,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Санкт-Петербург,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Пермь,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Красноярск,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Воронеж,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Москва,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Челябинск,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Тольятти,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Краснодар,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Барнаул,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Ижевск,2015-08-28T15:17:28+0300
IOS Developer,"iOS
C++
swift
iOS SDK
mathematical background",270000.0,270000.0,RUR,Ульяновск,2015-08-28T15:17:28+0300
Ios developer,"iOS
swift
REST
Objective-C
OpenGL
Git",19000.0,91000.0,RUR,Санкт-Петербург,2015-08-31T17:46:40+0300
Разработчик Android/ iOS,"swift
Java
Git
iOS
Android",19500.0,45500.0,RUR,Караганда,2015-09-01T06:46:44+0300
Разработчик приложений для платформы iOS,"Ответственность
Целеустремленность
iOS
Git
ООП
Делать круто",100000.0,140000.0,RUR,Москва,2015-09-01T08:59:20+0300
IOS-разработчик,"iOS
Git
Objective-C
Mac Os
Atlassian Jira
Atlassian Confluence
Scrum",70000.0,100000.0,RUR,Казань,2015-09-03T15:45:15+0300
Разработчик мобильных приложений под iOS и (или) Android,"Ответственность
Чувство юмора
Грамотность",50000.0,100000.0,RUR,Москва,2015-09-04T18:09:49+0300
Программист iOS,"Objective-C
iOS
Xcode",90990.0,151650.0,RUR,Минск,2015-09-07T18:06:04+0300
Android/iOs developer,"Android
SQLite
Java
iOS
Objective-C",59900.0,179700.0,RUR,Москва,2015-09-07T18:54:56+0300
Junior iOS/Android Developer,"Android
Android SDK
iOS
Java
Objective-C
ООП
Git",15000.0,60000.0,RUR,Таганрог,2015-09-08T14:45:56+0300
IOS-разработчик,"iOS
Objective-C",121320.0,145584.0,RUR,Минск,2015-09-09T12:17:10+0300
IOS разработчик,iOS SDK,20000.0,60000.0,RUR,Кострома,2015-09-10T11:08:50+0300
Middle IOS/Android-разработчик собственного продукта IT-компании,"Android
Objective-C
iOS
ООП
ООД",45000.0,80000.0,RUR,Новосибирск,2015-09-10T14:09:21+0300
IOS разработчик,iOS,48528.0,90990.0,RUR,Минск,2015-09-11T16:13:31+0300
IOS разработчик,"Objective-C
iOS
Управление проектами
Работа в команде",40000.0,90000.0,RUR,Красноярск,2015-09-14T07:33:32+0300
Продакт-менеджер web+ios,"Google Analytics
mixpanel
скетч",90000.0,140000.0,RUR,Москва,2015-09-14T23:50:15+0300
Разработчик iOS/Android,"iOS
Android
Android SDK
Objective-C
Git
SWIFT Alliance
Xcode",40000.0,60000.0,RUR,Тюмень,2015-09-15T08:43:50+0300
IOS программист,"Objective-C
Mac Os
iOS",20000.0,50000.0,RUR,Казань,2015-09-17T13:25:01+0300
IOS-разработчик,"iOS
Objective-C
Git
ООП
SVN
СУБД
Xcode
Swift",50000.0,75000.0,RUR,Томск,2015-09-18T09:40:40+0300
IOS разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Челябинск,2015-09-22T17:23:05+0300
IOS разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Калининград,2015-09-22T17:23:05+0300
IOS-разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Нижний Новгород,2015-09-22T22:59:58+0300
IOS-разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Москва,2015-09-22T22:59:58+0300
IOS-разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Санкт-Петербург,2015-09-22T22:59:58+0300
IOS-разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Калининград,2015-09-22T22:59:58+0300
IOS разработчик,"iOS
Objective-C",60000.0,100000.0,RUR,Москва,2015-09-23T14:16:48+0300
IOS разработчик,"iOS
Objective-C",60000.0,100000.0,RUR,Санкт-Петербург,2015-09-23T14:16:48+0300
IOS разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Минск,2015-09-23T14:50:30+0300
IOS разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Нижний Новгород,2015-09-23T14:51:59+0300
IOS разработчик,"iOS
Objective-C
Git
Atlassian Jira",60000.0,80000.0,RUR,Новосибирск,2015-09-23T14:57:33+0300
Ведущий разработчик Android/iOS,"Android
iOS
Java
JavaScript
C++
Objective-C
swift",120000.0,160000.0,RUR,Москва,2015-09-23T20:50:19+0300
IOS developer,"iOS
Objective-C
.NET Framework
Agile Project Management",89850.0,149750.0,RUR,Словения,2015-09-24T08:43:50+0300
Ведущий iOS разработчик (Senior iOS Developer),"swift
Objective-C
iOS
Git",120000.0,200000.0,RUR,Москва,2015-09-24T13:34:57+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Минск,2015-09-25T06:51:39+0300
IOS Developer/ iOS Разработчик,"iOS
Mac Os
Objective-C
SWIFT Alliance
Git
JSON API
REST Api
MVC
XML
Ответственность",18200.0,19500.0,RUR,Алматы,2015-09-27T21:54:09+0300
IOS разработчик,"iOS
Git
Objective-C
Mac Os
swift
ios sdk",15000.0,60000.0,RUR,Казань,2015-09-29T19:11:03+0300
Разработчик Android/iOS,"Android
iOS
Java
JavaScript
C++
Objective-C
swift",70000.0,120000.0,RUR,Москва,2015-10-01T16:36:26+0300
Разработчик мобильных приложений iOS,"iOS
Git
Objective-C
Cocoatouch
SQL",40000.0,60000.0,RUR,Томск,2015-10-02T10:44:55+0300
Разработчик мобильных приложений (iOS/Android),"iOS
Android
Java
Objective-C
Windows Mobile
Android SDK
ООП
Git",30000.0,70000.0,RUR,Брянск,2015-10-02T15:37:20+0300
Junior Android/iOS Developer,"C++
Cocos2DX
Android
iOS",15000.0,50000.0,RUR,Новосибирск,2015-10-04T15:43:59+0300
Super Senior iOS-developer в Сочи,"Objective-C
iOS SDK
Foundation
UIKit
CoreData
GCD
Human Interface Guidelines
Start-up  project
приложения в AppStore
сетевые приложения
структуры данных
API
SDLC",200000.0,350000.0,RUR,Томск,2015-10-05T09:45:29+0300
Super Senior iOS-developer в Сочи,"Objective-C
iOS SDK
Foundation
UIKit
CoreData
GCD
Human Interface Guidelines
Start-up  project
приложения в AppStore
сетевые приложения
структуры данных
API
SDLC",200000.0,350000.0,RUR,Омск,2015-10-05T09:45:29+0300
Super Senior iOS-developer в Сочи,"Objective-C
iOS SDK
Foundation
UIKit
CoreData
GCD
Human Interface Guidelines
Start-up  project
приложения в AppStore
сетевые приложения
структуры данных
API
SDLC",200000.0,350000.0,RUR,Новокузнецк,2015-10-05T09:45:29+0300
Super Senior iOS-developer в Сочи,"Objective-C
iOS SDK
Foundation
UIKit
CoreData
GCD
Human Interface Guidelines
Start-up  project
приложения в AppStore
сетевые приложения
структуры данных
API
SDLC",200000.0,350000.0,RUR,Кемерово,2015-10-05T09:45:30+0300
IOS-разработчик,"Objective-C
Swift
iOS",100000.0,160000.0,RUR,Москва,2015-10-05T11:08:28+0300
Senior IOS -разработчик,"iOS
Android
Windows Mobile
Java
Objective-C
Architecture
Animation
Core
UI
C++
Mac Os
Big Data
ecommerce
swift
mobile development",120000.0,160000.0,RUR,Новосибирск,2015-10-05T12:45:48+0300
IOS Developer,"iOS
Objective-C",130000.0,140000.0,RUR,Москва,2015-10-09T13:24:51+0300
IOS Developer,"iOS
iOS SDK
Objective-C",97056.0,109188.0,RUR,Минск,2015-10-13T10:57:32+0300
Ведущий iOS-разработчик,"Objective-C
iOS
Swing
CocoaPods",90000.0,150000.0,RUR,Самара,2015-10-18T20:54:26+0300
IOS разработчик,"iOS
Objective-C
Git
SQL",25000.0,60000.0,RUR,Ростов-на-Дону,2015-10-19T18:43:23+0300
IOS разработчик,"iOS
Xcode
Objective-C
Swift",80000.0,130000.0,RUR,Москва,2015-10-19T21:50:37+0300
Senior iOS разработчик,"iOS
Git
Xcode
Objective-C",60660.0,181980.0,RUR,Минск,2015-10-20T01:09:26+0300
Разработчик iOS/Android,"iOS
Android
Android SDK
Objective-C
Git
SWIFT Alliance
Xcode",40000.0,60000.0,RUR,Тюмень,2015-10-20T09:42:56+0300
"Senior Mobile Application Developer / Разработчик мобильных устройств (iOS, Android)","iOS
Android
Android SDK
Java
мобильные приложения
mobile applications
mobile user interface
Mac Os
Английский язык
Немецкий язык
Business English
HTTP
OpenGL",89850.0,119800.0,RUR,Санкт-Петербург,2015-10-21T11:50:23+0300
IOS developer,"Objective-C
iOS
Git",59900.0,119800.0,RUR,Москва,2015-10-22T21:05:16+0300
Ведущий разработчик мобильных приложений (iOS),"iOS
ООП
Objective-C
Agile Project Management
Git
HTTP",110000.0,150000.0,RUR,Москва,2015-10-23T12:59:24+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Минск,2015-10-26T01:45:09+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Омск,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Ижевск,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Краснодар,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Казань,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Саратов,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Москва,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Новосибирск,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Нижний Новгород,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Екатеринбург,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Санкт-Петербург,2015-10-27T18:38:33+0300
IOS Team Lead,"iOS
C++
swift",200000.0,350000.0,RUR,Самара,2015-10-27T18:38:33+0300
IOS разработчик,"iOS
iphone
ipad
Objective-C
Apple Watch
Fitbit",60000.0,90000.0,RUR,Санкт-Петербург,2015-10-27T19:33:37+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Могилев,2015-10-28T06:17:45+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Гродно,2015-10-28T06:17:45+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Витебск,2015-10-28T06:17:45+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Гомель,2015-10-28T06:17:45+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Брест,2015-10-28T06:17:45+0300
IOS разработчик,"Objective-C для iOS
Foundation
UIKit
Core Location
MapKit
iOS SDK",50000.0,80000.0,RUR,Таганрог,2015-10-28T12:39:55+0300
IOS разработчик,"iOS
Objective-C",60660.0,109188.0,RUR,Омск,2015-10-30T06:22:15+0300
IOS-разработчик,"Objective-C
iOS
Mac Os",80000.0,100000.0,RUR,Москва,2015-10-31T00:50:07+0300
Разработчик мобильных приложений iOS,"iOS
Git
Objective-C
Cocoatouch
SQL",40000.0,60000.0,RUR,Томск,2015-11-02T09:23:32+0300
IOS разработчик,"iOS
Objective-C",40000.0,80000.0,RUR,Набережные Челны,2015-11-05T22:33:20+0300
IOS разработчик,"iOS
Objective-C",40000.0,90000.0,RUR,Казань,2015-11-05T22:35:58+0300
Senior IOS-Developer,"iOS
Objective-C
cocoa touch APIs
XML
Design Patterns
JSON API
SQL",65000.0,100000.0,RUR,Новосибирск,2015-11-10T11:00:00+0300
Junior iOS/С++ разработчик мобильных игр и приложений,"iOS
ООП
Системы контроля версий
мобильные приложения
C++
Cocos2DX",15000.0,45000.0,RUR,Новосибирск,2015-11-10T11:00:01+0300
Super Senior iOS-developer в Сочи,"Objective-C
iOS SDK
Foundation
UIKit
CoreData
GCD
Human Interface Guidelines
Start-up  project
приложения в AppStore
сетевые приложения
структуры данных
API
SDLC",200000.0,350000.0,RUR,Новосибирск,2015-11-10T11:00:01+0300
Разработчик мобильных приложений (iOS),"iOS
Git
MySQL
Mac Os
Objective-C",19500.0,32500.0,RUR,Алматы,2015-11-10T15:06:56+0300
IOS разработчик,"iOS
Objective-C
Mac Os
Git",16737.0,21519.0,RUR,Минск,2015-11-10T15:58:51+0300
Программист ОС Android и iOS,"Android
JavaScript
iOS
C++
C#
MySQL
Objective-C",60000.0,80000.0,RUR,Санкт-Петербург,2015-11-11T17:36:07+0300
Junior iOS Developer,"Android SDK
iOS
Java
Objective-C
ООП
Git
Swift",15000.0,50000.0,RUR,Таганрог,2015-11-12T16:51:21+0300
Junior Android/iOS Developer,"C++
Cocos2DX
Android
iOS",15000.0,50000.0,RUR,Новосибирск,2015-11-13T16:53:16+0300
Senior IOS Developer,"IOS SDK
C++",212310.0,242640.0,RUR,Киев,2015-11-16T13:57:40+0300
IOS Developer,"iOS
Objective-C
Git
Xcode",50000.0,100000.0,RUR,Москва,2015-11-17T13:22:29+0300
Программист iOS,"iOS
Objective-C
C++",60660.0,151650.0,RUR,Челябинск,2015-11-18T11:03:24+0300
Ведущий iOS-разработчик,"Objective-C
iOS
Swing
CocoaPods",90000.0,150000.0,RUR,Самара,2015-11-18T12:09:37+0300
"Qt-разработчик (под мобильные платформы iOS, Android)","JavaScript
QML
C++
ООП
Git
MVC
REST
Android
Android SDK
iOS
Linux
SQLite
Qt",20000.0,35000.0,RUR,Чебоксары,2015-11-18T14:40:54+0300
Ассистент менеджера по маркетингу (iOS),"Мобильный маркетинг
Копирайтинг
Английский язык
Работа в команде
Аналитическое мышление
маркетинг
iOS",24264.0,48528.0,RUR,Минск,2015-11-19T19:24:45+0300
IOS разработчик,iOS,15600.0,19500.0,RUR,Алматы,2015-11-20T12:14:28+0300
IOS разработчик,iOS,15600.0,19500.0,RUR,Нур-Султан,2015-11-20T13:26:56+0300
IOS Developer,"iOS
Git
Mac Os",72792.0,121320.0,RUR,Минск,2015-11-23T03:36:31+0300
IOS разработчик,"Objective-C
Swift
UIKit
iOS Frameworks
iOS",65000.0,80000.0,RUR,Казань,2015-11-23T14:13:12+0300
IOS разработчик,"iOS
Objective-C
Mac Os
Git
ООП
SQL",24264.0,30330.0,RUR,Минск,2015-11-23T17:04:14+0300
Ведущий IOS разработчик,"HTML
НTTP
Objective-C",140000.0,170000.0,RUR,Москва,2015-11-23T17:57:39+0300
Senior iOS Developer,"iOS
Xcode
REST
Git
ООП",230508.0,242640.0,RUR,Киев,2015-11-24T04:01:31+0300
Senior iOS Developer,"iOS
Xcode
REST
Git
ООП",230508.0,242640.0,RUR,Черкассы,2015-11-24T04:02:08+0300
Senior iOS Developer,"iOS
Xcode
REST
Git
ООП",230508.0,242640.0,RUR,Запорожье,2015-11-24T04:02:47+0300
Senior iOS Developer,"iOS
Xcode
REST
Git
ООП",230508.0,242640.0,RUR,Львов,2015-11-24T04:04:07+0300
Senior iOS Developer,"iOS
Xcode
REST
Git
ООП",230508.0,242640.0,RUR,Харьков,2015-11-24T04:04:35+0300
Программист iOS,"Objective-C
iOS
Atlassian Jira
SVN
Git
Scrum",30000.0,60000.0,RUR,Краснодар,2015-11-25T14:38:47+0300
IOS разработчик,"iOS
Git
Objective-C
Mac Os
ООП",60660.0,121320.0,RUR,Минск,2015-11-25T16:49:03+0300
IOS-developer (Академгородок),"Android
Objective-C
iOS
ООП
ООД",45000.0,80000.0,RUR,Новосибирск,2015-11-26T09:03:23+0300
IOS разработчик,"iOS
Objective-C
C++
API",100000.0,150000.0,RUR,Москва,2015-11-29T12:39:14+0300
IOS разработчик,"iOS
HTML
Xcode
Objective-C
SWIFT
core services
XML
JSON API
Adobe Photoshop
JavaScript
C++",90000.0,110000.0,RUR,Москва,2015-11-30T16:13:09+0300
Разработчик мобильных приложений iOS+Android+Windows Phone (Xamarin),"iOS
Android
Xamarin
MVVM
C#",121320.0,181980.0,RUR,Минск,2015-12-01T09:36:20+0300
