name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Владимир,2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Вологда,2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Иваново (Ивановская область),2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Тверь,2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Элиста,2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Волгоград,2020-12-02T17:01:40+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Минск,2020-12-02T17:14:37+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Новосибирск,2020-12-02T17:29:34+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Краснодар,2020-12-02T17:38:36+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Ростов-на-Дону,2020-12-02T17:40:01+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Воронеж,2020-12-02T17:46:31+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Крымск,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Казань,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Екатеринбург,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Томск,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Калининград,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Самара,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Симферополь,2020-12-02T17:52:03+0300
Разработчик мобильных игр/приложений Android и iOS,"iOS
Android
Java
Objective-C
Unity
ООП
Kotlin
Swift
C/C++
SDK",100000.0,1000000.0,RUR,Нижний Новгород,2020-12-02T17:52:03+0300
Разработчик iOS (swift),"iOS
C++
Objective-C
iOS SDK
Developer
Swift",200000.0,300000.0,RUR,Москва,2020-12-03T13:58:14+0300
Senior iOS Developer,"Git
iOS
REST
JSON API
JSON",180000.0,250000.0,RUR,Москва,2020-12-03T14:53:18+0300
Senior iOS Developer,"iOS
Design Patterns
iOS Human Interface Guidelines
Swift
UIkit
Autolayout
CoreData",250000.0,350000.0,RUR,Москва,2020-12-03T20:50:08+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",100000.0,150000.0,RUR,Санкт-Петербург,2020-12-04T10:34:08+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",100000.0,150000.0,RUR,Новосибирск,2020-12-04T10:34:08+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",100000.0,150000.0,RUR,Екатеринбург,2020-12-04T10:34:08+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",100000.0,150000.0,RUR,Москва,2020-12-04T10:34:08+0300
IOS developer,"iOS
Design Patterns
Git
ООП
Swift
Apple UI & UX Guidelines
REST API",70000.0,120000.0,RUR,Нижний Новгород,2020-12-04T15:02:49+0300
IOS разработчик / iOS Developer (Middle+ / Senior),"iOS
Swift
ARKit
SceneKit",180000.0,230000.0,RUR,Москва,2020-12-04T15:05:32+0300
IOS разработчик / iOS Developer (Middle+ / Senior),"iOS
Swift
ARKit
SceneKit",151650.0,181980.0,RUR,Минск,2020-12-04T15:13:18+0300
IOS разработчик / iOS Developer (Middle+ / Senior),"iOS
Swift
ARKit
SceneKit",151650.0,181980.0,RUR,Киев,2020-12-04T15:16:17+0300
Разработчик iOS middle (удаленно),"Java
Git
Android SDK
ООП
Android
kotlin",100000.0,150000.0,RUR,Саранск,2020-12-04T17:11:47+0300
IOS разработчик,"iOS
Swift
UIKit
Git",90000.0,130000.0,RUR,Москва,2020-12-05T09:55:31+0300
Backend-разработчик Java (Middle+)/C++ (Junior+) под Android/iOS,"Android SDK
Java
Atlassian Jira
Android
iOS",200000.0,300000.0,RUR,Москва,2020-12-05T16:50:30+0300
IOS разработчик,"Git
iOS
Objective-C
Работа в команде
Mac Os",100000.0,220000.0,RUR,Уфа,2020-12-07T11:45:33+0300
Junior IOS Developer,"Objective-C
iOS
Atlassian Jira
Scrum
Разработка технических заданий",50000.0,80000.0,RUR,Санкт-Петербург,2020-12-07T13:23:19+0300
IOS разработчик (Swift),"iOS
swift
ООП
MVC
Git",80000.0,120000.0,RUR,Ростов-на-Дону,2020-12-07T14:23:19+0300
Senior iOS Developer (Удаленно),"Objective-C
iOS
Git
1С: Документооборот
Mac Os
Swift 5+
API
Аналитический склад ума",181980.0,303300.0,RUR,Москва,2020-12-07T17:13:29+0300
IOS Developer,"iOS
Mac Os
MS Access
SQL
Swift",179700.0,227620.0,RUR,Австрия,2020-12-07T19:43:20+0300
Программист IOS или Android или backend,"Поисковые системы
Пользователь ПК
iOS
Android
backend
Многозадачность
Умение работать в команде
Работа с большим объемом информации
Поиск информации в интернет
gethub",130000.0,130000.0,RUR,Алматы,2020-12-08T08:46:05+0300
IOS разработчик (удаленно),"Objective-C
iOS
Swift",120000.0,250000.0,RUR,Москва,2020-12-08T10:48:22+0300
Junior iOS Developer,"iOS
Xcode
ООП
Git
Mac Os",35000.0,50000.0,RUR,Екатеринбург,2020-12-08T11:53:35+0300
IOS developer (Swift),"iOS
Codable
Objective-C
VIPER
UI
JSON API
Swift
REST",105000.0,140000.0,RUR,Москва,2020-12-09T20:19:12+0300
Программист разработка iOS android мобильное приложение,"C#
MS Visual Studio
Visual Studio C#
JavaScript
ASP.NET
SignalR
Postgres",50000.0,300000.0,RUR,Нижнекамск,2020-12-10T12:14:35+0300
Middle iOS Developer,"Objective-C
iOS
MVC
Работа в команде
Mac Os",60000.0,130000.0,RUR,Ростов-на-Дону,2020-12-14T10:34:50+0300
Mobile developer (IOS / Android),"Git
Objective-C
Android
Adobe After Effect
iOS",24600.0,65600.0,RUR,Харьков,2020-12-15T13:34:52+0300
IOS разработчик (удаленно) / iOS developer (remote),"iOS
Разработка ПО
разработка мобильных приложений
мобильная разработка
AV
OpenCV
OpenGL
frontend
программирование
Xcode
mobile application
Software Development
Git
swift",150000.0,300000.0,RUR,Москва,2020-12-15T14:07:31+0300
Разработчик мобильных приложений (Android / iOS),"Objective-C
Android
Java
iOS
Java SE
Разработка ПО
руководство командой разработчиков
Intellij IDEA
Android SDK
SQL
C++
Eclipse
Design Patterns
C/C++
Мобильность
Mac Os
SQLite
Google Docs
HTTP
Английский язык
ООП",32500.0,45500.0,RUR,Алматы,2020-12-16T22:44:56+0300
Middle \ Senior iOS Developer,"MS SQL Server
MS Access
iOS
SQL Server
Microsoft Access",59900.0,119800.0,RUR,Москва,2020-12-17T06:56:00+0300
IOS developer,"ООП
iOS
MVC",300000.0,500000.0,RUR,Москва,2020-12-17T13:09:49+0300
IOS Developer,"iOS
Swift
UIKit
MVVM pattern",59900.0,119800.0,RUR,Минск,2020-12-17T16:34:25+0300
IOS developer / Разработчик мобильных приложений,"iOS
Git
ООП
Английский язык
Swift
CoreData
CocoaPods",70000.0,150000.0,RUR,Новосибирск,2020-12-18T10:01:22+0300
IOS разработчик,"iOS
Swift
Objective-C",50000.0,100000.0,RUR,Пенза,2020-12-18T12:04:17+0300
IOS разработчик (Swift/Objective-C),"Objective-C
iOS
ООП
C++
Design Patterns",125000.0,230000.0,RUR,Москва,2020-12-18T13:43:14+0300
Senior iOS разработчик,"Git
iOS
Atlassian Jira",150000.0,330000.0,RUR,Москва,2020-12-21T11:54:34+0300
IOS разработчик,"Git
iOS",150000.0,180000.0,RUR,Москва,2020-12-21T14:17:41+0300
Junior IOS Developer,"Objective-C
iOS
Atlassian Jira
Scrum
Разработка технических заданий",50000.0,80000.0,RUR,Санкт-Петербург,2020-12-21T14:36:43+0300
IOS разработчик мобильных приложений,swift,160000.0,210000.0,RUR,Екатеринбург,2020-12-22T04:24:54+0300
IOS разработчик,Git XML iOS JSON REST SOAP,60000.0,100000.0,RUR,Пермь,2020-12-22T13:55:22+0300
Junior IOS Developer (Office MSK/Remote),"iOS
Junior
SWIFT
UIKit",60000.0,70000.0,RUR,Москва,2020-12-22T15:14:15+0300
Team Lead (iOS),"Atlassian Jira
Software Development
Teamleading
Scrum
iOS
swift
Product Management
Team management",250000.0,400000.0,RUR,Москва,2020-12-23T08:41:42+0300
IOS разработчик / iOS Developer (Middle+ / Senior),"Objective-C
iOS
Swift
Разработка технических заданий
Разработка мобильных приложений",160000.0,230000.0,RUR,Москва,2020-12-23T14:45:23+0300
Младший разработчик под iOS (Swift),"iOS
Swift
ООП
Git
iOS SDK
JIRA",20000.0,80000.0,RUR,Санкт-Петербург,2020-12-26T14:47:20+0300
Разработчик под iOS (Swift),"iOS
Swift
Objective-C
ООП
Git
iOS SDK
JIRA
Rx
Unit Testing",90000.0,150000.0,RUR,Санкт-Петербург,2020-12-26T14:51:23+0300
Разработчик iOS/macOS (Swift),"Objective-C
iOS
Mac Os
ООП
SQL",120000.0,150000.0,RUR,Санкт-Петербург,2020-12-28T08:43:01+0300
Senior iOS developer,"Objective-C
ООП
iOS
RxSwift
Работа в команде",220000.0,300000.0,RUR,Тюмень,2020-12-28T10:30:47+0300
Senior IOS Developer (Remote/Office MSK),"Objective-C
iOS
Git
swift
moya
mvvm
RxSwift
Realm
SDK
IB
Storyboard
AutoLayout
CoreAnimation
UIKit
Foundation",230000.0,300000.0,RUR,Москва,2020-12-28T10:36:21+0300
IOS Developer,"iOS
Английский язык
Мобильность",100000.0,180000.0,RUR,Великий Новгород,2020-12-28T10:46:31+0300
Middle iOS developer,"Objective-C
ООП
iOS
Mac Os
Git",150000.0,220000.0,RUR,Тюмень,2020-12-28T10:59:37+0300
IOS разработчик,"iOS
Objective-C
Swift",120000.0,160000.0,RUR,Санкт-Петербург,2020-12-28T13:25:47+0300
IOS разработчик,"Objective-C
iOS
Atlassian Jira
Git
Redmine",80000.0,180000.0,RUR,Новосибирск,2020-12-28T16:16:22+0300
IOS developer Middle,"Objective-C
iOS
Swift",120000.0,150000.0,RUR,Москва,2020-12-28T16:53:20+0300
IOS TeamLead,"Мобильность
Планирование карьеры
Kotlin
Mobile
Teamleading
Team management
Ориентация на результат
руководство командой разработчиков
Разработка технических заданий
Управление проектами
Swift
iOS
UI
UX
blockchain
Cryptocurrency",250000.0,350000.0,RUR,Петропавловск-Камчатский,2020-12-30T01:24:41+0300
Middle IOS разработчик (можно удалённо),"Objective-C
iOS
ООП
Swift
Git
JSON API",60000.0,150000.0,RUR,Краснодар,2020-12-30T15:04:16+0300
Дизайнер/Designer мобильных приложений iOS Android,"iOS
Работа в команде
Mac Os
Тайм-менеджмент
Аутсорсинг
Дизайн интерфейсов
Дизайн",18198.0,60660.0,RUR,Минск,2021-01-04T13:42:07+0300
Ведущий программист (iOS/Android),"Unity
iOS
Android",120000.0,200000.0,RUR,Москва,2021-01-06T13:23:46+0300
React native/Android/iOS девелопер,"Python
Java
Django Framework
Git
Android SDK
React
Kotlin",26600.0,53200.0,RUR,Бишкек,2021-01-07T10:26:15+0300
IOS разработчик (B2B),"Objective-C
iOS",60660.0,212310.0,RUR,Минск,2021-01-07T16:49:46+0300
IOS TeamLead,"Мобильность
Планирование карьеры
Kotlin
Mobile
Teamleading
Team management
Ориентация на результат
руководство командой разработчиков
Разработка технических заданий
Управление проектами
Swift
iOS
UI
UX
blockchain
Cryptocurrency",270000.0,350000.0,RUR,Москва,2021-01-07T23:55:12+0300
IOS разработчик,"iOS
Git
Xcode",100000.0,150000.0,RUR,Тюмень,2021-01-08T11:42:43+0300
"Senior DevOps/разработчик Python, Java, C++, .NET, FrontEnd, Android/iOS","Python
Java
.NET Framework
Development
DevOps
C#
C++
Linux",239600.0,251580.0,RUR,Швеция,2021-01-08T14:55:32+0300
IOS разработчик,iOS,90990.0,242640.0,RUR,Минск,2021-01-08T15:08:09+0300
Разработчик мобильных приложений Android/iOS,"Objective-C
iOS
Java
Android
SWIFT Alliance",80000.0,120000.0,RUR,Санкт-Петербург,2021-01-09T13:27:38+0300
Senior iOS Developer,"Git
iOS
REST
JSON API
JSON",147403.8,212310.0,RUR,Москва,2021-01-10T16:58:10+0300
Разработчик iOS/iPhone,"iOS
Swift
Objective-C
Google Cloud
Firebase",100000.0,200000.0,RUR,Новосибирск,2021-01-10T22:03:13+0300
IOS разработчик / iOS developer (Swift),"SketchUp
Swift4
UX
Unit Testing
StoreKit
Cl
GCD
iOS HIG
Agile Project Management
Git
UI
Atlassian Jira
Sketch
Objective-C
Scrum
Autolayout
Realm
WatchKit",60000.0,140000.0,RUR,Казань,2021-01-11T12:59:18+0300
IOS developer (Swift),"iOS
Swift",160000.0,190000.0,RUR,Томск,2021-01-11T13:08:06+0300
IOS разработчик (Middle/Senior),"iOS
Objective-C
REST
Swift
JSON",150000.0,200000.0,RUR,Зеленоград,2021-01-11T15:30:35+0300
Android/iOS (Flutter/Dart) разработчик,"Android
iOS
Flutter
Dart
Разработка ПО
Работа в команде
Android SDK
Google API
Development
SQL
Java
Kotlin
Google Play Services
Разработка мобильных приложений
Git",130000.0,250000.0,RUR,Сочи,2021-01-11T15:46:54+0300
IOS Developer (Middle/Senior),"iOS
Swift
Objective-C
Pods
RESTFull API
Git",80000.0,200000.0,RUR,Санкт-Петербург,2021-01-11T16:38:49+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",80000.0,150000.0,RUR,Краснодар,2021-01-12T09:48:07+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",80000.0,150000.0,RUR,Казань,2021-01-12T09:48:07+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",80000.0,150000.0,RUR,Нижний Новгород,2021-01-12T09:48:07+0300
IOS разработчик (Swift),"Git
iOS
ООП
Swift
RXSwift
SOLID
MVVM",80000.0,150000.0,RUR,Екатеринбург,2021-01-12T09:48:07+0300
Senior/Middle mobile apps developer Swift iOS,"iOS
mobile development
Git
SWIFT",120000.0,180000.0,RUR,Екатеринбург,2021-01-12T11:59:11+0300
IOS developer,"iOS
Design Patterns
Git
ООП
Swift
Apple UI & UX Guidelines
REST API",70000.0,120000.0,RUR,Нижний Новгород,2021-01-12T12:20:23+0300
Middle/Senior iOS разработчик,"iOS
Objective-C
Swift
UI
Xcode
Cocoapods
Foundation
CoreData
CoreAnimation
Realm",121320.0,272970.0,RUR,Минск,2021-01-12T13:32:03+0300
IOS разработчик,"Git
REST
ООП
iOS
Design Patterns",150000.0,200000.0,RUR,Москва,2021-01-12T14:08:59+0300
IOS developer (Swift),"Swift
UIKit
MVC
iOS
ООП",90000.0,120000.0,RUR,Санкт-Петербург,2021-01-13T10:49:23+0300
IOS Developer (Swift; Mid to Senior),"JSON API
REST
Design Patterns
iOS
Swift
UIKit",181980.0,242640.0,RUR,Москва,2021-01-13T12:03:57+0300
Senior iOS Developer,"iOS
Swift
Английский язык
Objective-C",212310.0,254772.0,RUR,Москва,2021-01-13T16:05:06+0300
IOS разработчик (приложение знакомств),"iOS
Git
SWIFT",100000.0,200000.0,RUR,Москва,2021-01-13T16:46:21+0300
IOS-разработчик,"iOS
Swift",121320.0,181980.0,RUR,Минск,2021-01-13T21:18:37+0300
IOS-разработчик,"iOS
Swift",121320.0,181980.0,RUR,Алматы,2021-01-13T21:19:07+0300
IOS разработчик,"JSON
ООП
HTTP
Objective-C
Swift
Design Patterns
iOS",75000.0,125000.0,RUR,Томск,2021-01-14T13:48:48+0300
Junior iOS Developer,"Git
ООП
Swift
REST
SQL
iOS",50000.0,100000.0,RUR,Санкт-Петербург,2021-01-14T14:37:23+0300
IOS разработчик,iOS,190000.0,240000.0,RUR,Москва,2021-01-14T14:44:50+0300
Junior Swift iOS распрацоўшчык,"iOS
Swift
Xcode",60660.0,90990.0,RUR,Минск,2021-01-14T18:53:06+0300
"Ios разработчик, swift","Git
SQLite
iOS
SQL
swift",140000.0,190000.0,RUR,Москва,2021-01-14T22:45:33+0300
Middle/Senior iOS-разработчик для детских приложений (удалённо),"Git
iOS
swift",109188.0,151650.0,RUR,Москва,2021-01-14T23:22:48+0300
IOS разработчик,"Objective-C
iOS
Mercurial
Git
ООП
Swift",80000.0,90000.0,RUR,Брянск,2021-01-15T16:39:52+0300
"Программист React Native (iOS, Android)","iOS
Objective-C
C#
react
react native
Android SDK",70000.0,100000.0,RUR,Москва,2021-01-15T17:08:13+0300
IOS developer,"iOS
swift",150000.0,250000.0,RUR,Москва,2021-01-15T18:00:36+0300
IOS developer,"iOS
swift",150000.0,250000.0,RUR,Санкт-Петербург,2021-01-15T18:01:29+0300
IOS разработчик,"iOS
swift",150000.0,180000.0,RUR,Санкт-Петербург,2021-01-17T12:38:45+0300
Middle/Senior iOS Developer,"iOS
Swift
Objective-C",300000.0,400000.0,RUR,Москва,2021-01-17T12:44:45+0300
IOS разработчик,"iOS
Mac Os
Turbo Pascal
MS Dos",97056.0,121320.0,RUR,Бишкек,2021-01-17T13:12:35+0300
IOS разработчик,"iOS
Mac Os
Turbo Pascal
MS Dos",109188.0,139518.0,RUR,Нур-Султан,2021-01-17T13:13:09+0300
IOS разработчик,"iOS
Mac Os
Turbo Pascal
MS Dos",109188.0,139518.0,RUR,Алматы,2021-01-17T13:13:09+0300
IOS разработчик,"Objective-C
ООП
iOS
C++
SQL",70000.0,100000.0,RUR,Махачкала,2021-01-17T13:48:42+0300
Senior iOS Developer,"iOS
Design Patterns
iOS Human Interface Guidelines
Swift
UIkit
Autolayout
CoreData",250000.0,350000.0,RUR,Москва,2021-01-17T14:35:45+0300
IOS разработчик,"Objective-C
ООП
iOS
SQL
C++",60660.0,72792.0,RUR,Киев,2021-01-17T15:24:57+0300
Разработчик мобильных приложений iOS & Android,"Java
Android
REST
iOS
JSON API",100000.0,120000.0,RUR,Москва,2021-01-17T17:09:10+0300
IOS developer (Swift),"SWIFT
VIPER",120000.0,180000.0,RUR,Санкт-Петербург,2021-01-17T17:57:36+0300
"IOS developer (Swift, удаленно)","SWIFT
VIPER",120000.0,180000.0,RUR,Санкт-Петербург,2021-01-17T17:57:59+0300
IOS разработчик,"iOS
JSON
Objective-C
Git
ООП",26000.0,39000.0,RUR,Алматы,2021-01-17T18:19:31+0300
Team Lead / Senior Developer (iOS/Swift),"swift
iOS",300000.0,400000.0,RUR,Москва,2021-01-17T19:00:43+0300
Middle+/Senior iOS Swift Developer,"iOS
Swift
ARKit
SceneKit",151650.0,242640.0,RUR,Киев,2021-01-17T22:39:21+0300
Middle+/Senior iOS Swift Developer,"iOS
Swift
ARKit
SceneKit",151650.0,242640.0,RUR,Минск,2021-01-17T22:39:45+0300
Middle+/Senior iOS Swift Developer,"iOS
Swift
ARKit
SceneKit",180000.0,300000.0,RUR,Москва,2021-01-17T22:40:17+0300
IOS-разработчик,"iOS
Mac Os
Time management",60660.0,90990.0,RUR,Киев,2021-01-18T07:31:11+0300
"IOS developer (Swift, удаленно)","SWIFT
VIPER",120000.0,180000.0,RUR,Казань,2021-01-18T10:57:14+0300
IOS разработчик (удаленно),"Objective-C
iOS
Swift",120000.0,250000.0,RUR,Москва,2021-01-18T11:30:41+0300
IOS разработчик,"iOS
Git
Swift",140000.0,250000.0,RUR,Санкт-Петербург,2021-01-18T12:06:50+0300
Senior iOS developer,"iOS
Swift
UIKit
RxSwift",205000.0,340000.0,RUR,Санкт-Петербург,2021-01-18T12:25:17+0300
Разработчик мобильных приложения под Android / iOS,"Java
C#
C++
iOS
C/C++
JavaScript
Android
Unity
PHP
Apache Cordova
Flutter
Swift
Kotlin
Appsflyer
Firebase
WebView
Мобильные приложения",60000.0,100000.0,RUR,Москва,2021-01-18T12:25:27+0300
Senior IOS Developer,"Git
JSON API
Objective-C
TCP/IP
iOS",180000.0,250000.0,RUR,Москва,2021-01-18T15:19:03+0300
Senior IOS Developer,"Git
JSON API
Objective-C
TCP/IP
iOS",180000.0,250000.0,RUR,Санкт-Петербург,2021-01-18T15:19:03+0300
Senior IOS Developer,"Git
JSON API
Objective-C
TCP/IP
iOS",180000.0,250000.0,RUR,Новосибирск,2021-01-18T15:19:03+0300
Middle iOS Developer,"Git
Objective-C
Swift
iOS
Xcode
ООП",100000.0,150000.0,RUR,Пенза,2021-01-18T16:15:15+0300
IOS разработчик,"Git
Scrum
Android
iOS
Design Patterns",160000.0,230000.0,RUR,Москва,2021-01-18T16:20:05+0300
IOS developer,"Swift
Objective-C",60000.0,140000.0,RUR,Таганрог,2021-01-18T16:24:26+0300
Senior iOS Developer,"Swift
CoreGraphics
CoreAnimation
RXSwift
CoreData
Swinject
RxFlow
Fastlane
Carthage",130000.0,180000.0,RUR,Ульяновск,2021-01-18T16:32:37+0300
Senior IOs разработчик,"Умение работать в коллективе
Умение планировать",200000.0,250000.0,RUR,Москва,2021-01-18T17:22:59+0300
IOS-разработчик,"UIKit
Xcode
Objective-C
iOS
swift
Cocoa Touch",35000.0,100000.0,RUR,Челябинск,2021-01-18T17:29:14+0300
IOS Swift/Android Kotlin (Junior-Middle) Developer,"iOS
Swift
Xcode
REST
WebSocket
Mobile developing
Blockchain
Git
Atlassian Jira
Java
Android SDK
Kotlin",50000.0,120000.0,RUR,Москва,2021-01-18T18:25:59+0300
IOS Developer,"Git
Английский язык
iOS
Swift",90990.0,181980.0,RUR,Москва,2021-01-18T19:01:00+0300
IOS разработчик,"Git
Objective-C
ООП
REST
iOS
swift
MVC",140000.0,180000.0,RUR,Москва,2021-01-18T19:50:42+0300
Junior iOS developer,"Английский язык
Mac Os
Ведение документации
Пользователь ПК",70000.0,70000.0,RUR,Москва,2021-01-18T20:13:37+0300
IOS developer,Пользователь ПК,100000.0,150000.0,RUR,Москва,2021-01-18T20:14:08+0300
Разработчик iOS и Android (React Native) удаленно,"Git
Android
iOS",100000.0,200000.0,RUR,Москва,2021-01-18T20:38:38+0300
Mobile Developer (Android/iOS),"iOS
Java SE
Objective-C
Android",60660.0,181980.0,RUR,Минск,2021-01-18T23:11:53+0300
IOS Engineer / iOS Build Engineer,"iOS
C++
Bazel",303300.0,424620.0,RUR,Москва,2021-01-19T02:15:31+0300
IOS developer,iOS,40000.0,150000.0,RUR,Томск,2021-01-19T05:39:15+0300
IOS разработчик,"Objective-C
iOS",65000.0,80000.0,RUR,Красноярск,2021-01-19T09:20:37+0300
IOS Developer,"iOS
Mac Os
Teambuilding
Swift
Objective-C
Java
Kotlin",100000.0,150000.0,RUR,Самара,2021-01-19T09:21:58+0300
IOS программист (swift),iOS,100000.0,130000.0,RUR,Челябинск,2021-01-19T09:53:08+0300
Middle iOS разработчик,"ООП
iOS
Swift
Xcode
MVC
MVVM
UI
UX",45500.0,78000.0,RUR,Шымкент,2021-01-19T10:34:09+0300
Team Lead / iOS Senior Developer (Swift),"Разработка ПО
iOS
Scrum
Kanban
Teamleading
руководство командой разработчиков
Atlassian Jira
Git
Разработка мобильных приложений
Разработка технических заданий
Программирование мобильных приложений
iOS SDK",200000.0,350000.0,RUR,Москва,2021-01-19T10:58:23+0300
IOS developer,"Objective-C
Git
iOS
Swift
HIG",200000.0,260000.0,RUR,Москва,2021-01-19T11:42:38+0300
IOS разработчик,"Objective-C
iOS
Mac Os",120000.0,180000.0,RUR,Санкт-Петербург,2021-01-19T11:44:51+0300
IOS разработчик (Swift),"iOS
swift
ООП
MVC
Git",90000.0,120000.0,RUR,Ростов-на-Дону,2021-01-19T13:10:11+0300
IOS разработчик в банковский сектор,"Atlassian Jira
Git
Agile Project Management
Scrum
ООП
JSON API
iOS",100000.0,200000.0,RUR,Москва,2021-01-19T14:15:03+0300
IOS разработчик (junior/middle),"Swift
Xcode
Steve Jobs
Jira
Agile
Kanban
Git
Slack
AR
Figma
iOS
ARKit",50000.0,100000.0,RUR,Санкт-Петербург,2021-01-19T14:25:07+0300
"Программист-разработчик (senior, iOS) мобильных игр","Работа в команде
Мобильность",100000.0,350000.0,RUR,Москва,2021-01-19T16:02:50+0300
"Веб разработчик 1С Битрикс, разработчик IOS","PHP5
jQuery
1С-Битрикс
ООП
phpMyAdmin
Веб-программирование
PHP
CSS
HTML
MySQL
Ajax
JavaScript
php7
bitrix
bitrix framework",40000.0,70000.0,RUR,Санкт-Петербург,2021-01-19T17:11:39+0300
IOS разработчик,iOS,170000.0,200000.0,RUR,Рязань,2021-01-19T19:59:28+0300
Разработчик iOS (swift),"Git
JavaScript
XML
HTML
JSON API
SQL
REST
JSON
react
firebase
MySQL
HTML5
CSS3
разработка мобильных приложений
iOS
Android",80000.0,200000.0,RUR,Москва,2021-01-19T22:18:43+0300
Senior iOS Developer,"Objective-C
C++
Software Development
iOS
Git",200000.0,300000.0,RUR,Москва,2021-01-19T22:48:04+0300
Senior iOS Developer,"Objective-C
iOS
C/C++
UML
Design Patterns
Swift",250000.0,350000.0,RUR,Москва,2021-01-20T09:22:26+0300
IOS Developer (Senior),"Objective-C
iOS
C/C++
UML
Design Patterns",250000.0,350000.0,RUR,Санкт-Петербург,2021-01-20T09:22:27+0300
Senior/Middle mobile apps developer Swift iOS,"iOS
mobile development
Git
SWIFT",120000.0,180000.0,RUR,Новосибирск,2021-01-20T10:54:45+0300
Senior/Middle mobile apps developer Swift iOS,"iOS
mobile development
Git
SWIFT",120000.0,180000.0,RUR,Симферополь,2021-01-20T10:54:45+0300
IOS-разработчик (Obj-C/Swift),"Objective-C
iOS
Работа в команде
Xcode
Swift
Realm
Core Data
React Native
руководство командой разработчиков",120000.0,190000.0,RUR,Тольятти,2021-01-20T14:21:19+0300
